Date,Flight No.,"Type of
Flight","EU ETS
Annex I
exceptions",Aircraft Type,Reg No.,"Country of
dep.",Departure,"Airport of
dep.
(ICAO code)","Airport of
dep.
(IATA code)","Airport of dep
geog. boundaries","Country of
arrival",Arrival,"Airport of
arrival
(ICAO code)","Airport of
arrival
(IATA code)","Airport of arrival
geog. boundaries","Great circle
distance [km]","Payload
distance [km]",Block,"Remaining fuel
from previous
block on  [kg]","Fuel
uplift [kg]",Block Fuel [kg],Density [kg/L],"Fuel at
block-on [kg]",Fuel consumption [kg],PAX,"PAX
infant","PAX
child","PAX
male","PAX
female","Gross weight
of baggage [kg]","Gross weight
of freight [kg]",Payload [kg],kmT,emission CO2 [t CO2],emission ETS [t C02],emission Corsia [t C02]
03-21-2026,HFA250,SCD,,AT76,4X-IHA,GRC,Athens Intl Eleftherios Venizelos,LGAV,ATH,EU,ISR,Tel Aviv/Ben Gurion International,LLBG,TLV,NEU,1195,1195,2:39,1600,2100,3700,No,2200,1500,0,0,0,0,,0,0,0,0,4.74,4.74,4.74
03-21-2026,HFA157,SCD,,AT76,4X-IHA,ISR,Tel Aviv/Ben Gurion International,LLBG,TLV,NEU,CYP,Larnaka International,LCLK,LCA,EU,339,339,1:12,2200,0,2200,No,1600,600,0,0,0,0,,0,0,0,0,1.896,1.896,1.896
03-22-2026,HFA256,SCD,,AT76,4X-IHA,CYP,Larnaka International,LCLK,LCA,EU,ISR,Tel Aviv/Ben Gurion International,LLBG,TLV,NEU,339,339,1:18,1600,2200,3800,No,3070,730,0,0,0,0,,0,0,0,0,2.3068,2.3068,2.3068
03-22-2026,HFA257,SCD,,AT76,4X-IHA,ISR,Tel Aviv/Ben Gurion International,LLBG,TLV,NEU,GRC,Athens Intl Eleftherios Venizelos,LGAV,ATH,EU,1195,1195,3:03,3070,-40,3030,No,1150,1880,0,0,0,0,,0,0,0,0,5.9408,5.9408,5.9408
03-22-2026,HFA258,SCD,,AT76,4X-IHA,GRC,Athens Intl Eleftherios Venizelos,LGAV,ATH,EU,ISR,Tel Aviv/Ben Gurion International,LLBG,TLV,NEU,1195,1195,2:40,1150,2550,3700,No,2330,1370,0,0,0,0,,0,0,0,0,4.3292,4.3292,4.3292
03-22-2026,HFA259,SCD,,AT76,4X-IHA,ISR,Tel Aviv/Ben Gurion International,LLBG,TLV,NEU,CYP,Larnaka International,LCLK,LCA,EU,339,339,1:23,2330,0,2330,No,1580,750,0,0,0,0,,0,0,0,0,2.37,2.37,2.37
03-28-2026,HFA288,SCD,,AT76,4X-IHA,CYP,Larnaka International,LCLK,LCA,EU,ISR,Tel Aviv/Ben Gurion International,LLBG,TLV,NEU,339,339,1:07,1580,1220,2800,No,2210,590,0,0,0,0,,0,0,0,0,1.8644,1.8644,1.8644
03-28-2026,HFA289,SCD,,AT76,4X-IHA,ISR,Tel Aviv/Ben Gurion International,LLBG,TLV,NEU,CYP,Larnaka International,LCLK,LCA,EU,339,339,1:27,2210,0,2210,No,1420,790,0,0,0,0,,0,0,0,0,2.4964,2.4964,2.4964
01-01-2026,HFA601,SCD,Both airfields outside EU,AT76,4X-IHB,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,ISR,Eilat/Ilan and Assaf Ramon Intl (Timna),LLER,ETM,NEU,342,0,1:01,1690,310,2000,No,1280,720,0,0,0,0,,0,0,0,0,2.2752,2.2752,2.2752
01-01-2026,HFA602,SCD,Both airfields outside EU,AT76,4X-IHB,ISR,Eilat/Ilan and Assaf Ramon Intl (Timna),LLER,ETM,NEU,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,342,0,1:04,1280,1420,2700,No,2030,670,0,0,0,0,,0,0,0,0,2.1172,2.1172,2.1172
01-01-2026,HFA603,SCD,Both airfields outside EU,AT76,4X-IHB,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,ISR,Eilat/Ilan and Assaf Ramon Intl (Timna),LLER,ETM,NEU,342,0,0:58,2030,0,2030,No,1330,700,0,0,0,0,,0,0,0,0,2.212,2.212,2.212
01-01-2026,HFA604,SCD,Both airfields outside EU,AT76,4X-IHB,ISR,Eilat/Ilan and Assaf Ramon Intl (Timna),LLER,ETM,NEU,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,342,0,1:05,1330,1170,2500,No,1850,650,0,0,0,0,,0,0,0,0,2.054,2.054,2.054
01-04-2026,HFA851,SCD,,AT76,4X-IHB,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,CYP,Paphos International (Pafos),LCPH,PFO,EU,318,0,1:04,1850,-40,1810,No,1100,710,0,0,0,0,,0,0,0,0,2.2436,2.2436,2.2436
01-04-2026,HFA852,SCD,,AT76,4X-IHB,CYP,Paphos International (Pafos),LCPH,PFO,EU,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,318,0,1:36,1100,1100,2200,No,1340,860,0,0,0,0,,0,0,0,0,2.7176,2.7176,2.7176
01-05-2026,HFA701,SCD,,AT76,4X-IHB,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,GRC,Athens Intl Eleftherios Venizelos,LGAV,ATH,EU,1157,0,2:51,1340,1960,3300,No,1470,1830,0,0,0,0,,0,0,0,0,5.7828,5.7828,5.7828
01-05-2026,HFA702,SCD,,AT76,4X-IHB,GRC,Athens Intl Eleftherios Venizelos,LGAV,ATH,EU,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,1157,0,2:43,1470,1730,3200,No,1510,1690,0,0,0,0,,0,0,0,0,5.3404,5.3404,5.3404
01-07-2026,HFA703,SCD,,AT76,4X-IHB,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,GRC,Athens Intl Eleftherios Venizelos,LGAV,ATH,EU,1157,0,3:07,1510,1990,3500,No,1420,2080,0,0,0,0,,0,0,0,0,6.5728,6.5728,6.5728
01-07-2026,HFA704,SCD,,AT76,4X-IHB,GRC,Athens Intl Eleftherios Venizelos,LGAV,ATH,EU,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,1157,0,2:37,1420,2080,3500,No,1720,1780,0,0,0,0,,0,0,0,0,5.6248,5.6248,5.6248
01-08-2026,HFA603,SCD,Both airfields outside EU,AT76,4X-IHB,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,ISR,Eilat/Ilan and Assaf Ramon Intl (Timna),LLER,ETM,NEU,342,0,1:12,1720,180,1900,No,1030,870,0,0,0,0,,0,0,0,0,2.7492,2.7492,2.7492
01-08-2026,HFA604,SCD,Both airfields outside EU,AT76,4X-IHB,ISR,Eilat/Ilan and Assaf Ramon Intl (Timna),LLER,ETM,NEU,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,342,0,1:00,1030,1470,2500,No,1840,660,0,0,0,0,,0,0,0,0,2.0856,2.0856,2.0856
01-11-2026,HFA601,SCD,Both airfields outside EU,AT76,4X-IHB,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,ISR,Eilat/Ilan and Assaf Ramon Intl (Timna),LLER,ETM,NEU,342,0,1:12,1840,60,1900,No,1070,830,0,0,0,0,,0,0,0,0,2.6228,2.6228,2.6228
01-11-2026,HFA602,SCD,Both airfields outside EU,AT76,4X-IHB,ISR,Eilat/Ilan and Assaf Ramon Intl (Timna),LLER,ETM,NEU,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,342,0,1:02,1070,1230,2300,No,1930,370,0,0,0,0,,0,0,0,0,1.1692,1.1692,1.1692
01-11-2026,HFA603,SCD,Both airfields outside EU,AT76,4X-IHB,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,ISR,Eilat/Ilan and Assaf Ramon Intl (Timna),LLER,ETM,NEU,342,0,1:08,1930,0,1930,No,1130,800,0,0,0,0,,0,0,0,0,2.528,2.528,2.528
01-11-2026,HFA604,SCD,Both airfields outside EU,AT76,4X-IHB,ISR,Eilat/Ilan and Assaf Ramon Intl (Timna),LLER,ETM,NEU,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,342,0,0:59,1130,1370,2500,No,1830,670,0,0,0,0,,0,0,0,0,2.1172,2.1172,2.1172
01-12-2026,HFA701,SCD,,AT76,4X-IHB,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,GRC,Athens Intl Eleftherios Venizelos,LGAV,ATH,EU,1157,0,3:03,1830,1570,3400,No,1500,1900,0,0,0,0,,0,0,0,0,6.004,6.004,6.004
01-12-2026,HFA702,SCD,,AT76,4X-IHB,GRC,Athens Intl Eleftherios Venizelos,LGAV,ATH,EU,ISR,Tel Aviv/Ben Gurion International,LLBG,TLV,NEU,1195,1158,3:29,1500,2100,3600,No,1470,2130,0,0,0,0,,0,0,0,0,6.7308,6.7308,6.7308
01-14-2026,HFA204,NSCD,Both airfields outside EU,AT76,4X-IHB,ISR,Tel Aviv/Ben Gurion International,LLBG,TLV,NEU,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,90,91,0:41,1470,0,1470,No,1140,330,0,0,0,0,,0,0,0,0,1.0428,1.0428,1.0428
01-14-2026,HFA951,SCD,,AT76,4X-IHB,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,BGR,Sofia International,LBSF,SOF,EU,1499,0,3:56,1140,3140,4280,No,1450,2830,0,0,0,0,,0,0,0,0,8.9428,8.9428,8.9428
01-14-2026,HFA952,SCD,,AT76,4X-IHB,BGR,Sofia International,LBSF,SOF,EU,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,1499,0,3:13,1450,2750,4200,No,2280,1920,0,0,0,0,,0,0,0,0,6.0672,6.0672,6.0672
01-15-2026,HFA603,SCD,Both airfields outside EU,AT76,4X-IHB,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,ISR,Eilat/Ilan and Assaf Ramon Intl (Timna),LLER,ETM,NEU,342,0,1:10,2280,0,2280,No,1610,670,0,0,0,0,,0,0,0,0,2.1172,2.1172,2.1172
01-15-2026,HFA604,SCD,Both airfields outside EU,AT76,4X-IHB,ISR,Eilat/Ilan and Assaf Ramon Intl (Timna),LLER,ETM,NEU,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,342,0,1:08,1610,590,2200,No,1410,790,0,0,0,0,,0,0,0,0,2.4964,2.4964,2.4964
01-18-2026,HFA851,SCD,,AT76,4X-IHB,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,CYP,Paphos International (Pafos),LCPH,PFO,EU,318,0,1:05,1410,290,1700,No,910,790,0,0,0,0,,0,0,0,0,2.4964,2.4964,2.4964
01-18-2026,HFA852,SCD,,AT76,4X-IHB,CYP,Paphos International (Pafos),LCPH,PFO,EU,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,318,0,0:59,910,1690,2600,No,2030,570,0,0,0,0,,0,0,0,0,1.8012,1.8012,1.8012
01-18-2026,HFA605,SCD,Both airfields outside EU,AT76,4X-IHB,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,ISR,Eilat/Ilan and Assaf Ramon Intl (Timna),LLER,ETM,NEU,342,0,1:01,2030,0,2030,No,1360,670,0,0,0,0,,0,0,0,0,2.1172,2.1172,2.1172
01-18-2026,HFA606,SCD,Both airfields outside EU,AT76,4X-IHB,ISR,Eilat/Ilan and Assaf Ramon Intl (Timna),LLER,ETM,NEU,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,342,0,1:03,1360,1140,2500,No,1830,670,0,0,0,0,,0,0,0,0,2.1172,2.1172,2.1172
01-19-2026,HFA701,SCD,,AT76,4X-IHB,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,GRC,Athens Intl Eleftherios Venizelos,LGAV,ATH,EU,1157,0,3:05,1830,1970,3800,No,1550,2250,0,0,0,0,,0,0,0,0,7.11,7.11,7.11
01-19-2026,HFA702,SCD,,AT76,4X-IHB,GRC,Athens Intl Eleftherios Venizelos,LGAV,ATH,EU,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,1157,0,2:29,1550,1750,3300,No,1950,1350,0,0,0,0,,0,0,0,0,4.266,4.266,4.266
01-19-2026,HFA703,SCD,,AT76,4X-IHB,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,GRC,Athens Intl Eleftherios Venizelos,LGAV,ATH,EU,1157,0,3:08,1950,1850,3800,No,1590,2210,0,0,0,0,,0,0,0,0,6.9836,6.9836,6.9836
01-19-2026,HFA704,SCD,,AT76,4X-IHB,GRC,Athens Intl Eleftherios Venizelos,LGAV,ATH,EU,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,1157,0,2:24,1590,1610,3200,No,1870,1330,0,0,0,0,,0,0,0,0,4.2028,4.2028,4.2028
01-20-2026,HFA805,SCD,,AT76,4X-IHB,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,CYP,Larnaka International,LCLK,LCA,EU,264,265,0:51,1870,330,2200,No,1600,600,0,0,0,0,,0,0,0,0,1.896,1.896,1.896
01-20-2026,HFA806,SCD,,AT76,4X-IHB,CYP,Larnaka International,LCLK,LCA,EU,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,264,265,0:49,1600,0,1600,No,1100,500,0,0,0,0,,0,0,0,0,1.58,1.58,1.58
01-21-2026,HFA803,SCD,,AT76,4X-IHB,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,CYP,Larnaka International,LCLK,LCA,EU,264,0,1:11,1100,1200,2300,No,1640,660,0,0,0,0,,0,0,0,0,2.0856,2.0856,2.0856
01-21-2026,HFA804,SCD,,AT76,4X-IHB,CYP,Larnaka International,LCLK,LCA,EU,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,264,0,0:57,1640,0,1640,No,1050,590,0,0,0,0,,0,0,0,0,1.8644,1.8644,1.8644
01-21-2026,HFA605,SCD,Both airfields outside EU,AT76,4X-IHB,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,ISR,Eilat/Ilan and Assaf Ramon Intl (Timna),LLER,ETM,NEU,342,0,1:10,1050,1750,2800,No,2140,660,0,0,0,0,,0,0,0,0,2.0856,2.0856,2.0856
01-21-2026,HFA606,SCD,Both airfields outside EU,AT76,4X-IHB,ISR,Eilat/Ilan and Assaf Ramon Intl (Timna),LLER,ETM,NEU,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,342,0,1:15,2140,0,2140,No,1360,780,0,0,0,0,,0,0,0,0,2.4648,2.4648,2.4648
01-21-2026,HFA807,SCD,,AT76,4X-IHB,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,CYP,Larnaka International,LCLK,LCA,EU,264,0,0:56,1360,1140,2500,No,1970,530,0,0,0,0,,0,0,0,0,1.6748,1.6748,1.6748
01-21-2026,HFA808,SCD,,AT76,4X-IHB,CYP,Larnaka International,LCLK,LCA,EU,ISR,Tel Aviv/Ben Gurion International,LLBG,TLV,NEU,339,0,1:24,1970,0,1970,No,1170,800,0,0,0,0,,0,0,0,0,2.528,2.528,2.528
01-22-2026,HFA201,SCD,Both airfields outside EU,AT76,4X-IHB,ISR,Tel Aviv/Ben Gurion International,LLBG,TLV,NEU,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,90,91,0:52,1170,60,1230,No,850,380,0,0,0,0,,0,0,0,0,1.2008,1.2008,1.2008
01-22-2026,HFA803,SCD,,AT76,4X-IHB,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,CYP,Larnaka International,LCLK,LCA,EU,264,0,1:02,850,1950,2800,No,2200,600,0,0,0,0,,0,0,0,0,1.896,1.896,1.896
01-25-2026,HFA201,SCD,,AT76,4X-IHB,CYP,Larnaka International,LCLK,LCA,EU,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,264,265,0:58,2200,-20,2180,No,1680,500,0,0,0,0,,0,0,0,0,1.58,1.58,1.58
02-01-2026,HFA851,SCD,,AT76,4X-IHB,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,CYP,Paphos International (Pafos),LCPH,PFO,EU,318,0,1:08,1680,-80,1600,No,810,790,0,0,0,0,,0,0,0,0,2.4964,2.4964,2.4964
02-01-2026,HFA852,SCD,,AT76,4X-IHB,CYP,Paphos International (Pafos),LCPH,PFO,EU,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,318,0,1:08,810,1490,2300,No,1650,650,0,0,0,0,,0,0,0,0,2.054,2.054,2.054
02-01-2026,HFA807,SCD,,AT76,4X-IHB,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,CYP,Larnaka International,LCLK,LCA,EU,264,0,0:52,1650,0,1650,No,1060,590,0,0,0,0,,0,0,0,0,1.8644,1.8644,1.8644
02-01-2026,HFA808,SCD,,AT76,4X-IHB,CYP,Larnaka International,LCLK,LCA,EU,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,264,0,1:03,1060,1440,2500,No,1940,560,0,0,0,0,,0,0,0,0,1.7696,1.7696,1.7696
02-05-2026,HFA601,SCD,Both airfields outside EU,AT76,4X-IHB,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,ISR,Eilat/Ilan and Assaf Ramon Intl (Timna),LLER,ETM,NEU,342,0,1:05,1940,-60,1880,No,1160,720,0,0,0,0,,0,0,0,0,2.2752,2.2752,2.2752
02-05-2026,HFA602,SCD,Both airfields outside EU,AT76,4X-IHB,ISR,Eilat/Ilan and Assaf Ramon Intl (Timna),LLER,ETM,NEU,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,342,0,1:08,1160,1440,2600,No,1920,680,0,0,0,0,,0,0,0,0,2.1488,2.1488,2.1488
02-05-2026,HFA603,SCD,Both airfields outside EU,AT76,4X-IHB,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,ISR,Eilat/Ilan and Assaf Ramon Intl (Timna),LLER,ETM,NEU,342,0,1:07,1920,0,1920,No,1090,830,0,0,0,0,,0,0,0,0,2.6228,2.6228,2.6228
02-05-2026,HFA604,SCD,Both airfields outside EU,AT76,4X-IHB,ISR,Eilat/Ilan and Assaf Ramon Intl (Timna),LLER,ETM,NEU,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,342,0,1:04,1090,1410,2500,No,1840,660,0,0,0,0,,0,0,0,0,2.0856,2.0856,2.0856
02-08-2026,HFA601,SCD,Both airfields outside EU,AT76,4X-IHB,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,ISR,Eilat/Ilan and Assaf Ramon Intl (Timna),LLER,ETM,NEU,342,0,1:03,1840,60,1900,No,1170,730,0,0,0,0,,0,0,0,0,2.3068,2.3068,2.3068
02-08-2026,HFA602,SCD,Both airfields outside EU,AT76,4X-IHB,ISR,Eilat/Ilan and Assaf Ramon Intl (Timna),LLER,ETM,NEU,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,342,0,1:06,1170,1430,2600,No,1890,710,0,0,0,0,,0,0,0,0,2.2436,2.2436,2.2436
02-08-2026,HFA603,SCD,Both airfields outside EU,AT76,4X-IHB,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,ISR,Eilat/Ilan and Assaf Ramon Intl (Timna),LLER,ETM,NEU,342,0,1:04,1890,0,1890,No,1120,770,0,0,0,0,,0,0,0,0,2.4332,2.4332,2.4332
02-08-2026,HFA604,SCD,Both airfields outside EU,AT76,4X-IHB,ISR,Eilat/Ilan and Assaf Ramon Intl (Timna),LLER,ETM,NEU,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,342,0,1:11,1120,1180,2300,No,1580,720,0,0,0,0,,0,0,0,0,2.2752,2.2752,2.2752
02-11-2026,HFA701,SCD,,AT76,4X-IHB,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,GRC,Athens Intl Eleftherios Venizelos,LGAV,ATH,EU,1157,0,2:54,1580,1920,3500,No,1380,2120,0,0,0,0,,0,0,0,0,6.6992,6.6992,6.6992
02-11-2026,HFA702,SCD,,AT76,4X-IHB,GRC,Athens Intl Eleftherios Venizelos,LGAV,ATH,EU,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,1157,0,2:29,1380,1820,3200,No,1720,1480,0,0,0,0,,0,0,0,0,4.6768,4.6768,4.6768
02-12-2026,HFA851,SCD,,AT76,4X-IHB,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,CYP,Paphos International (Pafos),LCPH,PFO,EU,318,0,1:09,1720,380,2100,No,1330,770,0,0,0,0,,0,0,0,0,2.4332,2.4332,2.4332
02-12-2026,HFA852,SCD,,AT76,4X-IHB,CYP,Paphos International (Pafos),LCPH,PFO,EU,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,318,0,0:59,1330,1370,2700,No,2100,600,0,0,0,0,,0,0,0,0,1.896,1.896,1.896
02-12-2026,HFA603,SCD,Both airfields outside EU,AT76,4X-IHB,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,ISR,Eilat/Ilan and Assaf Ramon Intl (Timna),LLER,ETM,NEU,342,0,1:08,2100,-20,2080,No,1330,750,0,0,0,0,,0,0,0,0,2.37,2.37,2.37
02-12-2026,HFA604,SCD,Both airfields outside EU,AT76,4X-IHB,ISR,Eilat/Ilan and Assaf Ramon Intl (Timna),LLER,ETM,NEU,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,342,0,1:08,1330,1170,2500,No,1790,710,0,0,0,0,,0,0,0,0,2.2436,2.2436,2.2436
02-15-2026,HFA603,SCD,Both airfields outside EU,AT76,4X-IHB,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,ISR,Eilat/Ilan and Assaf Ramon Intl (Timna),LLER,ETM,NEU,342,0,1:09,1790,-30,1760,No,920,840,0,0,0,0,,0,0,0,0,2.6544,2.6544,2.6544
02-15-2026,HFA604,SCD,Both airfields outside EU,AT76,4X-IHB,ISR,Eilat/Ilan and Assaf Ramon Intl (Timna),LLER,ETM,NEU,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,342,0,0:59,920,1580,2500,No,1850,650,0,0,0,0,,0,0,0,0,2.054,2.054,2.054
02-16-2026,HFA703,SCD,,AT76,4X-IHB,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,GRC,Athens Intl Eleftherios Venizelos,LGAV,ATH,EU,1157,0,2:59,1850,1350,3200,No,1250,1950,0,0,0,0,,0,0,0,0,6.162,6.162,6.162
02-16-2026,HFA704,SCD,,AT76,4X-IHB,GRC,Athens Intl Eleftherios Venizelos,LGAV,ATH,EU,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,1157,0,2:44,1250,2150,3400,No,1680,1720,0,0,0,0,,0,0,0,0,5.4352,5.4352,5.4352
02-18-2026,HFA701,SCD,,AT76,4X-IHB,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,GRC,Athens Intl Eleftherios Venizelos,LGAV,ATH,EU,1157,0,3:12,1680,1920,3600,No,1460,2140,0,0,0,0,,0,0,0,0,6.7624,6.7624,6.7624
02-18-2026,HFA702,SCD,,AT76,4X-IHB,GRC,Athens Intl Eleftherios Venizelos,LGAV,ATH,EU,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,1157,0,2:27,1460,1840,3300,No,1950,1350,0,0,0,0,,0,0,0,0,4.266,4.266,4.266
02-18-2026,HFA851,SCD,,AT76,4X-IHB,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,CYP,Paphos International (Pafos),LCPH,PFO,EU,318,0,1:07,1950,-20,1930,No,1220,710,0,0,0,0,,0,0,0,0,2.2436,2.2436,2.2436
02-18-2026,HFA852,SCD,,AT76,4X-IHB,CYP,Paphos International (Pafos),LCPH,PFO,EU,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,318,0,1:02,1220,980,2200,No,1560,640,0,0,0,0,,0,0,0,0,2.0224,2.0224,2.0224
02-18-2026,HFA807,SCD,,AT76,4X-IHB,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,CYP,Larnaka International,LCLK,LCA,EU,264,265,0:54,1560,0,1560,No,920,640,0,0,0,0,,0,0,0,0,2.0224,2.0224,2.0224
02-18-2026,HFA808,SCD,,AT76,4X-IHB,CYP,Larnaka International,LCLK,LCA,EU,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,264,265,0:55,920,1280,2200,No,1610,590,0,0,0,0,,0,0,0,0,1.8644,1.8644,1.8644
02-19-2026,HFA851,SCD,,AT76,4X-IHB,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,CYP,Paphos International (Pafos),LCPH,PFO,EU,318,0,1:07,1610,0,1610,No,830,780,0,0,0,0,,0,0,0,0,2.4648,2.4648,2.4648
02-19-2026,HFA852,SCD,,AT76,4X-IHB,CYP,Paphos International (Pafos),LCPH,PFO,EU,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,318,0,0:57,830,1670,2500,No,1910,590,0,0,0,0,,0,0,0,0,1.8644,1.8644,1.8644
02-19-2026,HFA703,SCD,,AT76,4X-IHB,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,GRC,Athens Intl Eleftherios Venizelos,LGAV,ATH,EU,1157,0,2:54,1910,1390,3300,No,1200,2100,0,0,0,0,,0,0,0,0,6.636,6.636,6.636
02-19-2026,HFA704,SCD,,AT76,4X-IHB,GRC,Athens Intl Eleftherios Venizelos,LGAV,ATH,EU,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,1157,0,2:38,1200,2100,3300,No,1720,1580,0,0,0,0,,0,0,0,0,4.9928,4.9928,4.9928
02-20-2026,HFA601,SCD,Both airfields outside EU,AT76,4X-IHB,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,ISR,Eilat/Ilan and Assaf Ramon Intl (Timna),LLER,ETM,NEU,342,0,1:10,1720,180,1900,No,1100,800,0,0,0,0,,0,0,0,0,2.528,2.528,2.528
02-20-2026,HFA602,SCD,Both airfields outside EU,AT76,4X-IHB,ISR,Eilat/Ilan and Assaf Ramon Intl (Timna),LLER,ETM,NEU,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,342,0,1:02,1100,1200,2300,No,1620,680,0,0,0,0,,0,0,0,0,2.1488,2.1488,2.1488
02-22-2026,HFA851,SCD,,AT76,4X-IHB,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,CYP,Paphos International (Pafos),LCPH,PFO,EU,318,0,0:59,1620,-10,1610,No,920,690,0,0,0,0,,0,0,0,0,2.1804,2.1804,2.1804
02-22-2026,HFA852,SCD,,AT76,4X-IHB,CYP,Paphos International (Pafos),LCPH,PFO,EU,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,318,0,1:02,920,1580,2500,No,1860,640,0,0,0,0,,0,0,0,0,2.0224,2.0224,2.0224
02-22-2026,HFA703,SCD,,AT76,4X-IHB,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,GRC,Athens Intl Eleftherios Venizelos,LGAV,ATH,EU,1157,0,2:46,1860,1240,3100,No,1060,2040,0,0,0,0,,0,0,0,0,6.4464,6.4464,6.4464
02-22-2026,HFA704,SCD,,AT76,4X-IHB,GRC,Athens Intl Eleftherios Venizelos,LGAV,ATH,EU,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,1157,0,2:39,1060,1740,2800,No,1040,1760,0,0,0,0,,0,0,0,0,5.5616,5.5616,5.5616
02-23-2026,HFA701,SCD,,AT76,4X-IHB,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,GRC,Athens Intl Eleftherios Venizelos,LGAV,ATH,EU,1157,0,2:51,1040,1960,3000,No,1170,1830,0,0,0,0,,0,0,0,0,5.7828,5.7828,5.7828
02-23-2026,HFA702,SCD,,AT76,4X-IHB,GRC,Athens Intl Eleftherios Venizelos,LGAV,ATH,EU,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,1157,0,2:44,1170,2630,3800,No,2210,1590,0,0,0,0,,0,0,0,0,5.0244,5.0244,5.0244
02-25-2026,HFA701,SCD,,AT76,4X-IHB,ISR,Haifa/U Michaeli,LLHA,HFA,NEU,GRC,Athens Intl Eleftherios Venizelos,LGAV,ATH,EU,1157,0,3:07,2210,1290,3500,No,1430,2070,0,0,0,0,,0,0,0,0,6.5412,6.5412,6.5412
