"flightid","releasestatus","filing_status","departure","destination","scheduled_time_of_departure","aircraft_registration","callsign","alternate","flight_rule","atc_type_of_flight","dispatcher_notes","item18_remarks","route_to_destination","route_altitude_fl","load_people","load_cargo_kg","log_time_off","log_time_on","log_flight_duration","log_block_duration","perf_flight_fuel","perf_taxi_fuel","perf_fuel_to_destination","perf_landing_fuel","perf_alternate_fuel","perf_reserve_fuel","perf_extra_fuel","perf_contingency_fuel","perf_total_fuel","perf_max_total_fuel","perf_co2_emission","perf_taxi_time_min","perf_time_to_dest_min","perf_total_time_min","perf_departure_time_utc","perf_estimated_arrival_utc","dist_destination_nm","dist_gcd_destination_nm","dist_alternate_nm","weight_ramp","weight_takeoff","weight_max_takeoff","weight_zero_fuel","weight_landing","weather_avg_wind_comp","weather_avg_wind_dir","weather_avg_wind_vel","weather_avg_isa_dev","is_etops_enabled"
"fbc6f55d134a4595995f5de2980e7e57","Success","Filed","LCLK","LLHA","2026-01-25T17:55:00Z","4XIHC","HFA808","LLBG","YFR","S","EXTRA FUEL IS FOR THE NEXT FLT
DIS. BY AYELET W UNDER THE SUPER. OF LIAT N.",,"EMEDA2B EMEDA B17 MERVA P68 GALIM/N0264A050 VFR","130","2","6900.0","2026-01-25T18:09:48Z","2026-01-25T18:50:28Z","0.6777777777777778","0.89","611.0","80.0","531.0","1389.0","267.0","290.0","784.0","48.0","2000.0","5000.0","1930.0","0.0","42.0","158.0","2026-01-25T17:55:00Z","2026-01-25T18:36:45.1905221Z","162.11","142.64","54.99","22400.0","22320.0","23000.0","20400.0","21789.0","2.0","269.44","11.05","5.86","false"
"5ce0c0d8c7bf4731bf0bf948bc686ad8","Success","Filed","LLHA","LCLK","2026-01-25T16:30:00Z","4XIHC","HFA807","LCPH","ZFR","S","FUEL     :   EXTRA FUEL AS PER COMPANY POLICY.
RTOW   :    22477kg.SPS DATA - RWY15 DRY,NO WIND,20C,1020Q,PACKS OFF.
DISP     :    UDI A,TRAINEE. SUPERVISED BY LIAT N/",,"N0235A050 GALIM/N0234A050 IFR P68 MERVA/N0272A140 N131 EMEDA EMEDA1A","50","2","3000.0","2026-01-25T16:32:41Z","2026-01-25T17:17:35Z","0.7483333333333333","0.8833333333333333","621.0","50.0","571.0","715.0","323.0","250.0","100.0","42.0","1336.0","5000.0","1963.0","0.0","46.0","109.0","2026-01-25T16:30:00Z","2026-01-25T17:16:07.8181202Z","179.36","142.64","73.5","17836.0","17786.0","23000.0","16500.0","17215.0","-5.0","276.57","12.02","5.75","false"
"0dce2d3a99d74efb90532f07a0cb1337","Success","Filed","LGAV","LLHA","2026-01-25T15:25:00Z","4XIHA","HFA704","LLBG","YFR","S","FUEL   :   EXTRA FUEL TO COVER NEXT LEG-ATH.
DISP    :   UDI A,TRANEE.SUPERVISED BY LIAT N.","DISPATCH +972502126365","KEA1N KEA L995 RDS L609 APLON P68 GALIM/N0269A050 VFR","150","2","6500.0","2026-01-25T15:30:16Z","2026-01-25T18:00:40Z","2.506666666666667","2.647222222222222","1802.0","80.0","1722.0","1198.0","261.0","281.0","569.0","86.0","3000.0","5000.0","5695.0","0.0","145.0","251.0","2026-01-25T15:25:00Z","2026-01-25T17:50:20.0477314Z","645.69","624.6","54.99","22705.0","22625.0","23000.0","19705.0","20903.0","9.0","237.92","22.0","6.13","false"
"fc8324117a414a7882847001cf59c90e","Success","Filed","LLER","LLHA","2026-01-25T14:40:00Z","4XIHD","HFA606","LLBG","YFR","S","1. THIS FLIGHT WAS PREPARED BY LIAT NAHON
2. EXTRA FUEL TO COVER THE NEXT LEG
3. OFP REV.01 - ZFW CHG","DISPATCH +972502126365","NURIT2H NURIT J10 TOMAL/N0276F080 J10 NAT/N0277F040 J15 ATLIT VFR HOTRM DAROM GALIM","120","3","0.0","2026-01-25T15:01:44Z","2026-01-25T15:55:22Z","0.8938888888888888","1.1058333333333332","687.0","80.0","607.0","1813.0","245.0","249.0","1278.0","42.0","2500.0","5000.0","2170.0","0.0","50.0","218.0","2026-01-25T14:40:00Z","2026-01-25T15:30:10.747685Z","202.63","184.55","54.99","17825.0","17745.0","23000.0","15325.0","17138.0","-2.0","290.29","7.62","5.99","false"
"63246fb8f7244eb4ac5f90d8f7122049","Success","Filed","LCLK","LLHA","2026-01-25T14:40:00Z","4XIHC","HFA806","LLBG","YFR","S","EXTRA FUEL IS FOR THE NEXT FLT. 
DIS. BY AYELET W UNDER THE SUPER. OF LIAT N.
",,"EMEDA2B EMEDA B17 MERVA P68 GALIM/N0264A050 VFR","130","2","6900.0","2026-01-25T14:58:42Z","2026-01-25T15:41:44Z","0.7172222222222222","1.0386111111111112","602.0","80.0","522.0","1398.0","266.0","290.0","793.0","48.0","2000.0","5000.0","1904.0","0.0","41.0","157.0","2026-01-25T14:40:00Z","2026-01-25T15:21:12.0186255Z","162.11","142.64","54.99","22400.0","22320.0","23000.0","20400.0","21798.0","7.0","290.0","14.76","5.57","false"
"8acb6c51f91e46c59fdc33e032a312fd","Success","Filed","LLHA","LCLK","2026-01-25T13:00:00Z","4XIHC","HFA805","LCPH","ZFR","S","EXTRA FUEL IS PER POLICY.
T/O DATA-RWY 15,TEMP 19C,WIND 0,Q1020,PACKS OFF,....RTOW 22844 KG.
DISP-EREZ Y.",,"N0235A050 GALIM/N0234A050 IFR P68 MERVA/N0272A140 N131 EMEDA EMEDA1A","50","2","1500.0","2026-01-25T13:12:16Z","2026-01-25T13:56:52Z","0.7433333333333333","0.8730555555555556","622.0","50.0","572.0","699.0","320.0","239.0","100.0","40.0","1321.0","5000.0","1966.0","0.0","46.0","109.0","2026-01-25T13:00:00Z","2026-01-25T13:46:02.2545742Z","179.36","142.64","73.5","16321.0","16271.0","23000.0","15000.0","15699.0","-8.0","291.05","14.11","4.99","false"
"1315e6419703414f975803533c483f0a","Success","Filed","LLHA","LLER","2026-01-25T12:50:00Z","4XIHD","HFA605","LLBG","ZFR","S","EXTRA FUEL IS PER POLICY.
T/O DATA-RWY 15,TEMP 15C,WIND 0,Q1021,PACKS OFF,....RTOW 22844 KG.
DISP-EREZ Y.","DISPATCH +972502126365","GALIM/N0234A050 IFR Q28 ATLIT J15 NAT/N0270A090 J10 SIVAK/N0270A130 J10 NURIT NURIT1D","50","3","5400.0","2026-01-25T13:14:18Z","2026-01-25T14:12:38Z","0.9722222222222222","1.1452777777777778","746.0","50.0","696.0","965.0","551.0","269.0","100.0","45.0","1710.0","5000.0","2357.0","0.0","56.0","140.0","2026-01-25T12:50:00Z","2026-01-25T13:46:11.6294077Z","230.38","184.55","155.72","20335.0","20285.0","23000.0","18625.0","19590.0","3.0","295.4","12.22","6.48","false"
"cc120f39dccf4d0392b2c6fd0c6f0958","Success","Filed","LLER","LLHA","2026-01-25T12:35:00Z","4XIHE","HFA604","LLBG","YFR","S","EXTRA FUEL IS FOR THE NEXT FLT.
DISP-EREZ Y.",,"NURIT2H NURIT J10 TOMAL/N0276F080 J10 NAT/N0277F040 J15 ATLIT VFR HOTRM DAROM GALIM","120","2","3200.0","2026-01-25T12:57:58Z","2026-01-25T13:50:20Z","0.8727777777777778","1.0375","709.0","80.0","629.0","1791.0","251.0","259.0","1239.0","43.0","2500.0","5000.0","2242.0","0.0","51.0","213.0","2026-01-25T12:35:00Z","2026-01-25T13:25:59.572336Z","202.63","184.55","54.99","19025.0","18945.0","23000.0","16525.0","18316.0","-3.0","293.48","10.57","6.08","false"
"4cd762237d344334b7c28696e46f04f2","Success","Filed","LLHA","LGAV","2026-01-25T11:45:00Z","4XIHA","HFA703","LGTS","ZFR","S","EXTRA FUEL IS PER POLICY.
T/O DATA-RWY 15,TEMP 15C,WIND 130/06,Q1023,PACKS OFF,....RTOW 22844 KG.
DISP-EREZ Y.","DISPATCH +972502126365","N0236A050 GALIM/N0235A050 IFR P68 MERVA/N0274A160 P68 APLON L609 RDS L995 VARIX VARIX1R","50","2","1700.0","2026-01-25T11:49:22Z","2026-01-25T14:27:41Z","2.638611111111111","2.8108333333333335","1872.0","50.0","1822.0","999.0","569.0","239.0","100.0","91.0","2871.0","5000.0","5914.0","0.0","158.0","250.0","2026-01-25T11:45:00Z","2026-01-25T14:22:57.629089Z","657.4","624.6","180.49","17776.0","17726.0","23000.0","14905.0","15904.0","-15.0","249.82","21.67","5.88","false"
"6fc462a083c94e6fba8fe2ea528b6f2f","Success","Filed","LLHA","LLER","2026-01-25T10:45:00Z","4XIHE","HFA603","LLBG","ZFR","S","EXTRA FUEL IS PER POLICY.
T/O DATA-RWY 15,TEMP 15C,WIND 130/06,Q1023,PACKS OFF,....RTOW 22844 KG.
DISP-EREZ Y.",,"N0235A050 GALIM/N0234A050 IFR Q28 ATLIT J15 NAT/N0269A090 J10 SIVAK/N0269A130 J10 NURIT NURIT1D","50","2","6900.0","2026-01-25T11:01:08Z","2026-01-25T11:54:19Z","0.8863888888888889","1.0163888888888888","763.0","50.0","713.0","1000.0","568.0","284.0","100.0","47.0","1763.0","5000.0","2412.0","0.0","57.0","142.0","2026-01-25T10:45:00Z","2026-01-25T11:42:05.2111933Z","230.38","184.55","155.72","21988.0","21938.0","23000.0","20225.0","21225.0","3.0","293.28","14.22","6.04","false"
"c66faa12377649d28299e07f8d923e33","Success","Filed","LCLK","LLHA","2026-01-25T10:10:00Z","4XIHC","HFA804","LLBG","YFR","S","EXTRA FUEL IS FOR LANDING AT LLHA  WITH ABOUT 1500 KG FOR SECURITY REASON.
DISP-EREZ Y.",,"N0272F130 EMEDA2B EMEDA B17 MERVA P68 GALIM/N0272A050 VFR","130","2","7050.0","2026-01-25T10:18:52Z","2026-01-25T10:58:20Z","0.6577777777777778","0.9105555555555556","601.0","80.0","521.0","1499.0","268.0","293.0","889.0","49.0","2100.0","5000.0","1900.0","0.0","41.0","164.0","2026-01-25T10:10:00Z","2026-01-25T10:50:39.9660436Z","162.11","142.64","54.99","22650.0","22570.0","23000.0","20550.0","22049.0","9.0","290.12","20.93","4.62","false"
"44c463eed50a45eaafe0a1beb68593c7","Success","Filed","LCPH","LLHA","2026-01-25T09:55:00Z","4XIHA","HFA852","LLBG","YFR","S","EXTRA FUEL IS FOR THE NEXT FLT.
DISP-EREZ Y.","DISPATCH +972502126365","N0274F130 ESERI1D ESERI M42 VELOX B17 MERVA P68 GALIM/F050","130","3","4000.0","2026-01-25T10:07:00Z","2026-01-25T10:53:30Z","0.775","1.05","684.0","80.0","604.0","1616.0","255.0","263.0","1055.0","44.0","2300.0","5000.0","2162.0","0.0","48.0","186.0","2026-01-25T09:55:00Z","2026-01-25T10:43:24.9996588Z","205.27","171.59","54.99","19505.0","19425.0","23000.0","17205.0","18821.0","12.0","288.71","19.86","5.21","false"
"b5814e2961824272990ed9645825fff6","Success","Filed","LCLK","LLHA","2026-01-25T09:50:00Z","4XIHB","HFA201","LLBG","YFR","S","1.EXTRA FUEL DUE FUEL ON BOARD.
2.BALLAST WEIGHT IS TOTAL OF 260 KG.
3.A/C RLSD WITH MEL 28-42-01 ...FUEL QTY INDCT.
4.TECH GUY WILL RTRN ON BOARD THE A/C.
DISP-EREZ Y.",,"N0269F130 EMEDA2B EMEDA B17 MERVA P68 GALIM/N0269A050 VFR","130","2","600.0","2026-01-25T11:46:23Z","2026-01-25T12:24:09Z","0.6294444444444445","0.9708333333333333","624.0","80.0","544.0","1526.0","257.0","237.0","992.0","40.0","2150.0","5000.0","1972.0","0.0","39.0","166.0","2026-01-25T09:50:00Z","2026-01-25T10:28:31.7051999Z","162.11","142.64","54.99","16061.0","15981.0","23000.0","13911.0","15437.0","10.0","290.29","21.28","4.86","false"
"b984331ed2734ff5b2032fad716f6151","Success","Filed","LGAV","LLHA","2026-01-25T09:25:00Z","4XIHD","HFA702","LLBG","YFR","S","EXTRA FUEL IS FOR THE NEXT FLT(ETM).
DISP-EREZ Y.","DISPATCH +972502126365","KEA1N KEA L995 RDS L609 APLON P68 GALIM/N0269A050 VFR","190","2","5200.0","2026-01-25T09:41:59Z","2026-01-25T12:05:25Z","2.3905555555555558","2.5925","1585.0","80.0","1505.0","1715.0","256.0","274.0","1110.0","75.0","3300.0","5000.0","5008.0","0.0","141.0","307.0","2026-01-25T09:25:00Z","2026-01-25T11:45:49.7554117Z","645.69","624.6","54.99","21725.0","21645.0","23000.0","18425.0","20140.0","20.0","260.83","29.01","6.33","false"
"fc9c24a1c97248e9b1e5975b2f0a3386","Success","Filed","LLER","LLHA","2026-01-25T08:50:00Z","4XIHE","HFA602","LLBG","YFR","S","EXTRA FUEL IS FOR THE NEXT FLT.
DISP-EREZ Y.",,"NURIT2H NURIT J10 TOMAL/N0276F080 J10 NAT/N0277F040 J15 ATLIT VFR HOTRM DAROM GALIM","120","2","2400.0","2026-01-25T09:11:32Z","2026-01-25T10:04:46Z","0.8872222222222222","1.0619444444444444","706.0","80.0","626.0","1794.0","250.0","252.0","1250.0","42.0","2500.0","5000.0","2231.0","0.0","51.0","214.0","2026-01-25T08:50:00Z","2026-01-25T09:40:42.4086933Z","202.63","184.55","54.99","18225.0","18145.0","23000.0","15725.0","17519.0","-4.0","290.73","12.19","5.4","false"
"cc9ce14c39d9478494429a0b0abe7741","Success","Filed","LLHA","LCLK","2026-01-25T08:30:00Z","4XIHC","HFA803","LCPH","ZFR","S","EXTRA FUEL IS FROM PREVIOUS FLT.
T/O DATA-RWY 15,TEMP 15C,WIND 130/06,Q1023,PACKS OFF,....RTOW 22844 KG.
DISP-EREZ Y.",,"N0229A050 GALIM/N0229A050 IFR P68 MERVA/N0259A140 N131 EMEDA EMEDA1A","50","2","5500.0","2026-01-25T08:32:16Z","2026-01-25T09:15:31Z","0.7208333333333333","0.8936111111111111","651.0","50.0","601.0","779.0","336.0","271.0","127.0","45.0","1430.0","5000.0","2059.0","0.0","48.0","113.0","2026-01-25T08:30:00Z","2026-01-25T09:17:33.9418617Z","179.36","142.64","73.5","20430.0","20380.0","23000.0","19000.0","19779.0","-10.0","287.87","18.22","3.84","false"
"8daa1a79f7764730807e0c84689bdac0","Success","Filed","LLHA","LCPH","2026-01-25T08:05:00Z","4XIHA","HFA851","LCLK","ZFR","S","EXTRA FUEL IS FROM PREVIOUS FLT
T/O DATA-RWY 15,TEMP 15C,WIND 0,Q1020,PACKS OFF,....RTOW 22675 KG.
DISP-EREZ Y.","DISPATCH +972502126365","N0230A050 GALIM/N0230A050 IFR P68 MERVA/N0263A140 N131 VELOX M42 ESERI","50","3","1800.0","2026-01-25T08:14:11Z","2026-01-25T09:06:36Z","0.8736111111111111","0.9961111111111111","687.0","50.0","637.0","963.0","273.0","241.0","408.0","40.0","1650.0","5000.0","2172.0","0.0","52.0","138.0","2026-01-25T08:05:00Z","2026-01-25T08:56:45.2506427Z","200.62","171.59","61.53","16655.0","16605.0","23000.0","15005.0","15968.0","-14.0","285.89","15.91","4.16","false"
"43509ab404424465b8c77e29c1852d87","Success","Filed","LLHA","LLER","2026-01-25T07:00:00Z","4XIHE","HFA601","LLBG","ZFR","S","EXTRA FUEL OF 100KG IS PER POLICY.
T/O DATA-RWY 15,TEMP 14C,WIND 0,Q1020,PACKS OFF,....RTOW 22774 KG.
DISP-EREZ Y.",,"N0236A050 GALIM/N0235A050 IFR Q28 ATLIT J15 NAT/N0274A090 J10 SIVAK/N0276A130 J10 NURIT NURIT1D","50","2","7000.0","2026-01-25T07:05:20Z","2026-01-25T08:57:00Z","1.8611111111111112","2.0394444444444444","765.0","50.0","715.0","1004.0","572.0","285.0","100.0","48.0","1770.0","5000.0","2418.0","0.0","57.0","142.0","2026-01-25T07:00:00Z","2026-01-25T07:56:48.009088Z","230.38","184.55","155.72","22095.0","22045.0","23000.0","20325.0","21329.0","4.0","297.95","13.99","5.04","false"
"bb9528e537da4d7782aec31cd7e0731b","Success","Filed","LLHA","LGAV","2026-01-25T05:45:00Z","4XIHD","HFA701","LGMK","ZFR","S","1.LGMK GIVEN AS ALT DUE WX(FG )AT LGTS AND LGIR MAIN RWY CLOSURE(SECONDERY RWY NOT IN SPS).
TAKEN ALL THAT INTO ACCOUNT 100KG MORE OF FUEL WAS ADDED.
2.EXTRA FUEL OF 100KG IS PER POLICY.
3.PAY ATTN ATC F/P WAS FILED FOR 0535Z,IF DLAY WILL BE NEEDED.
5.T/O DATA-RWY 15,TEMP 14C,WIND 0,Q1020,PACKS OFF,....RTOW 22774 KG.
DISP-EREZ Y.","DISPATCH +972502126365","N0233A050 GALIM/N0232A050 IFR P68 MERVA/N0266A140 P68 APLON L609 RDS L995 RIPLI L995 VARIX VARIX1R","50","2","2900.0","2026-01-25T06:02:44Z","2026-01-25T08:39:55Z","2.6197222222222223","2.841388888888889","1935.0","50.0","1885.0","919.0","378.0","247.0","200.0","94.0","2854.0","5000.0","6113.0","0.0","160.0","244.0","2026-01-25T05:45:00Z","2026-01-25T08:24:39.095583Z","657.4","624.6","103.63","18979.0","18929.0","23000.0","16125.0","17044.0","-17.0","270.02","18.5","4.96","false"
"a826f7d33a18474d97a5980c7dcea3fd","Success","Filed","LLBG","LCLK","2026-03-23T17:05:00Z","4XIHD","HFA263","LCPH","IFR","S","1. THIS FLIGHT WAS PREPARED BY NIMROD R.
2. EXTRA FUEL PLANNED FOR POSSIBLE SIRENS IN LLBG.","RTECOORATC LCCC","N0275A160 SUVAS1F SUVAS DCT STEPA DCT APLON A28 BETID BETID1A","160","2","6200.0","2026-03-23T17:13:51Z","2026-03-23T18:15:04Z","1.0202777777777778","1.326111111111111","972.0","80.0","892.0","1057.0","333.0","277.0","400.0","46.0","2028.0","5000.0","3070.0","0.0","75.0","165.0","2026-03-23T17:05:00Z","2026-03-23T18:19:33.6608778Z","301.67","183.03","73.5","21453.0","21373.0","23000.0","19425.0","20482.0","-7.0","268.06","17.11","0.12","false"
"0e5b00997c844ff9be14a1848cfcdb2e","Success","Filed","LGAV","LLBG","2026-03-23T13:20:00Z","4XIHD","HFA262","LCLK","IFR","S","EXTRA FUEL IS FOR THE NEXT FLIGHT WITH 300 KG EXTRA FUEL.
DIS. BY NIMROD R.","DISPATCH +972502126365","KEA1E KEA L52 VAXOS/F210 N134 VANZA DCT PIKOG L609 ZUKKO AMMOS1A","210","2","4900.0","2026-03-23T13:40:08Z","2026-03-23T16:07:53Z","2.4625","2.785833333333333","1702.0","80.0","1622.0","1998.0","929.0","274.0","714.0","81.0","3700.0","5000.0","5378.0","0.0","151.0","336.0","2026-03-23T13:20:00Z","2026-03-23T15:50:51.3105358Z","682.75","645.11","300.19","21825.0","21745.0","23000.0","18125.0","20123.0","15.0","278.2","21.69","-1.69","false"
"d8f4998878544558ab59d064408a0954","Success","Filed","LLBG","LGAV","2026-03-23T08:45:00Z","4XIHD","HFA261","LGIR","IFR","S","EXTRA FUEL IS PER POLICY
ATTN TO PROXIMITY TO MTOW
DIS BY AYELET W","DISPATCH +972502126365","N0275A160 SUVAS1E SUVAS N128 RDS L995 VARIX VARIX1Q","160","2","6300.0","2026-03-23T09:03:10Z","2026-03-23T11:47:04Z","2.7316666666666665","2.988611111111111","2025.0","80.0","1945.0","1072.0","597.0","278.0","100.0","97.0","3096.0","5000.0","6398.0","0.0","165.0","258.0","2026-03-23T08:45:00Z","2026-03-23T11:29:59.2501456Z","688.95","645.11","176.85","22621.0","22541.0","23000.0","19525.0","20597.0","-13.0","280.18","14.22","-1.01","false"
"268b462b73ea460993c21c66c824fb08","Success","None","LCLK","LFBF","2026-03-23T07:35:00Z","4XIHB","TEST999",,"IFR","G","",,"PHA1W PHA M31 GENOS DCT TOSKA M978 PERIM L53 AKORO L53 KRK L995 TIGRA DCT ROBOT DCT LUXIL/N0282F190 M742 SOR/F180 M603 PNZ M729 MEDAL Q160 PODOX T246 MIRSA A3 RUBIT G7 MTG Y25 FJR DCT AFRIC AFRIC3N","220","1","500.0",,,,,"4429.0","80.0","4349.0","571.0","114.0","227.0","13.0","217.0","5000.0","5000.0","13996.0","0.0","383.0","458.0","2026-03-23T07:35:00Z","2026-03-23T13:58:07.79981Z","1667.26","1580.46","0.0","18811.0","18731.0","23000.0","13811.0","14382.0","-12.0","321.74","12.57","-4.69","false"
"47acf92368e8476cb08dfa2091a2df5b","Success","Filed","LCLK","LLBG","2026-03-23T06:30:00Z","4XIHD","HFA260","LCLK","IFR","S","OFP REV 01 DUE TO CHG IN ZFW.

EXTRA FUEL DUE TO ENRTE WX+ POSS. WAIT AT LLBG 
DIS. BY AYELET W.","DISPATCH +972502126365","N0280F150 EMEDA2B EMEDA M67 ANANE DCT IDAKU DCT PIKOG L609 ZUKKO","150","2","0.0","2026-03-23T06:55:37Z","2026-03-23T07:54:09Z","0.9755555555555555","1.1883333333333332","859.0","80.0","779.0","1541.0","927.0","276.0","291.0","46.0","2400.0","5000.0","2715.0","0.0","63.0","196.0","2026-03-23T06:30:00Z","2026-03-23T07:33:20.2248545Z","264.72","183.03","300.19","21235.0","21155.0","23000.0","18835.0","20376.0","1.0","243.59","14.06","-0.29","false"
"7bbe427f03844557ac90f86fc19c3ab7","Success","Filed","LLBG","LCLK","2026-03-22T18:15:00Z","4XIHA","HFA259","LCPH","IFR","S","OFP REV 01 - DUE TO CHG IN BLOCK FUEL.

EXTRA FUEL - FOR POSS TAXI HOLD DUE SECURITY REASON.
DISP-EREZ Y.","RTECOORATC LCCC","SUVAS1F SUVAS STEPA APLON A28 BETID BETID1A","160","2","0.0","2026-03-22T18:15:34Z","2026-03-22T19:20:32Z","1.0827777777777778","1.3827777777777779","997.0","80.0","917.0","1333.0","342.0","283.0","661.0","47.0","2330.0","5000.0","3149.0","0.0","75.0","187.0","2026-03-22T18:15:00Z","2026-03-22T19:30:29.1254417Z","301.67","183.03","73.5","22130.0","22050.0","23000.0","19800.0","21133.0","-7.0","278.33","19.53","0.01","false"
"219a0f73e7fd493480578d9ddc2568c5","Success","Filed","LGAV","LLBG","2026-03-22T14:30:00Z","4XIHA","HFA258","LCLK","IFR","S","1.F/L 150 TILL VAXOS DUE EUROCONTROL LIMITATION,OPT F/L MIGHT BE APPROVED BY ATC UPON REQ.
2.EXTRA FUEL IS FOR THE NEXT FLT AND CAN BE USED,IF NEEDED FOR HOLDING DUE SECURITY REASON,FUELING AT LLBG IS AVAILABLE.
DISP-EREZ Y","DISPATCH +972502126365","KEA1E KEA L52 VAXOS/F210 N134 VANZA DCT PIKOG L609 ZUKKO AMMOS1A","150","2","1900.0","2026-03-22T14:31:28Z","2026-03-22T16:55:00Z","2.3922222222222222","2.663611111111111","1801.0","80.0","1721.0","1899.0","924.0","248.0","641.0","86.0","3700.0","5000.0","5692.0","0.0","146.0","322.0","2026-03-22T14:30:00Z","2026-03-22T16:56:15.1310062Z","682.75","645.11","300.19","18805.0","18725.0","23000.0","15105.0","17004.0","15.0","291.34","16.49","-1.22","false"
"22e3b1d886894ca6a42dbc6d8a99ec5e","Success","None","LLHA","LGAV","2026-03-22T12:00:00Z","4XIHD","HFA703","LGIR","ZFR","G","EXTRA FUEL IS PER COMPANY POLICY
T/O DATA: RWY 15. DRY. 0K 15C 1011Q AC-OFF  RTOW-22600KG","DISPATCH +972502126365","N0233A050 GALIM/N0232A050 IFR P68 MERVA/N0266A180 P68 APLON L609 RDS L995 VARIX VARIX1Q","50","1","6000.0",,,,,"1878.0","50.0","1828.0","1047.0","581.0","275.0","100.0","91.0","2926.0","5000.0","5936.0","0.0","161.0","253.0","2026-03-22T12:00:00Z","2026-03-22T14:41:24.22526Z","662.64","624.6","176.85","22151.0","22101.0","23000.0","19225.0","20272.0","-14.0","288.13","14.24","-1.54","false"
"a2042a4158bd42d7a368937cdbc4b66a","Success","None","LLHA","LGAV","2026-03-22T12:00:00Z","4XIHD","HFA703","LGIR","ZFR","G","EXTRA FUEL IS PER COMPANY POLICY
T/O DATA: RWY 15. DRY. 0K 15C 1011Q AC-OFF  RTOW-22600KG","DISPATCH +972502126365","N0233A050 GALIM/N0232A050 IFR P68 MERVA/N0266A180 P68 APLON L609 RDS L995 VARIX VARIX1Q","50","1","6000.0",,,,,"1878.0","50.0","1828.0","1047.0","581.0","275.0","100.0","91.0","2926.0","5000.0","5936.0","0.0","161.0","253.0","2026-03-22T12:00:00Z","2026-03-22T14:41:24.22526Z","662.64","624.6","176.85","22151.0","22101.0","23000.0","19225.0","20272.0","-14.0","288.13","14.24","-1.54","false"
"5e096fda02c54b218786a21906ed6616","Success","None","LLHA","LGAV","2026-03-22T12:00:00Z","4XIHD","HFA703","LGIR","ZFR","G","","DISPATCH +972502126365","N0233A050 GALIM/N0232A050 IFR P68 MERVA/N0266A180 P68 APLON L609 RDS L995 VARIX VARIX1Q","50","1","6000.0",,,,,"1878.0","50.0","1828.0","1047.0","581.0","275.0","100.0","91.0","2926.0","5000.0","5936.0","0.0","161.0","253.0","2026-03-22T12:00:00Z","2026-03-22T14:41:24.22526Z","662.64","624.6","176.85","22151.0","22101.0","23000.0","19225.0","20272.0","-14.0","288.13","14.24","-1.54","false"
"033bb4089e48449d99bf2746af05b3a9","Success","None","LLHA","LGAV","2026-03-22T12:00:00Z","4XIHD","HFA703","LGIR","ZFR","G","EXTRA FUEL IS PER COMPANY POLICY
T/O DATA: RWY 15. DRY. 0K 15C 1011Q AC-OFF  RTOW-22600KG","DISPATCH +972502126365","N0233A050 GALIM/N0232A050 IFR P68 MERVA/N0266A180 P68 APLON L609 RDS L995 VARIX VARIX1Q","50","1","6000.0",,,,,"1878.0","50.0","1828.0","1047.0","581.0","275.0","100.0","91.0","2926.0","5000.0","5936.0","0.0","161.0","253.0","2026-03-22T12:00:00Z","2026-03-22T14:41:24.22526Z","662.64","624.6","176.85","22151.0","22101.0","23000.0","19225.0","20272.0","-14.0","288.13","14.24","-1.54","false"
"6c3f51633357453e9dc43c1bbfaa6397","Success","None","LLHA","LGAV","2026-03-22T12:00:00Z","4XIHD","HFA703","LGIR","ZFR","G","EXTRA FUEL IS PER COMPANY POLICY
T/O DATA: RWY 15. DRY. 0K 15C 1011Q AC-OFF  RTOW-22600KG
","DISPATCH +972502126365","N0233A050 GALIM/N0232A050 IFR P68 MERVA/N0266A180 P68 APLON L609 RDS L995 VARIX VARIX1Q","50","1","6000.0",,,,,"1878.0","50.0","1828.0","1047.0","581.0","275.0","100.0","91.0","2926.0","5000.0","5936.0","0.0","161.0","253.0","2026-03-22T12:00:00Z","2026-03-22T14:41:24.22526Z","662.64","624.6","176.85","22151.0","22101.0","23000.0","19225.0","20272.0","-14.0","288.13","14.24","-1.54","false"
"37292653492e4bc69b141e2d612f4444","Success","None","LLHA","LGAV","2026-03-22T12:00:00Z","4XIHD","HFA703","LGIR","ZFR","G","EXTRA FUEL IS PER COMPANY POLICY
T/O DATA: RWY 15. DRY. 0K 15C 1011Q AC-OFF  RTOW-22600KG","DISPATCH +972502126365","N0233A050 GALIM/N0232A050 IFR P68 MERVA/N0266A180 P68 APLON L609 RDS L995 VARIX VARIX1Q","50","1","6000.0",,,,,"1878.0","50.0","1828.0","1047.0","581.0","275.0","100.0","91.0","2926.0","5000.0","5936.0","0.0","161.0","253.0","2026-03-22T12:00:00Z","2026-03-22T14:41:24.22526Z","662.64","624.6","176.85","22151.0","22101.0","23000.0","19225.0","20272.0","-14.0","288.13","14.24","-1.54","false"
